bno,title,name,cno,allerinfo,cdate,ingredients,content,types,meterials,image
11,상큼한 요거트 드레싱 만들어 신선한 샐러드 먹어요~,-,-,달걀,2017-06-07T13:39:54+09:00,"플레인요거트 1개,꿀 1T,레몬즙 2-3T,마요네즈 1T,소금 톡톡,후추 톡톡,샐러드채소","'플레인 요거트 한통을 준비해서 그릇에 부어주세요', '마요네즈 한스푼', '레몬즙 두스푼', '꿀 한스푼', '소금톡톡', '후추 톡톡', '섞어주세요~!', '준비한 샐러드 채소 위에', '요거트 드레싱을 뿌려주면 끝!ㅎㅎ 파슬리가 있다면 톡톡뿌려 색감을 주는것도 좋지요~'",샐러드,채소류,"'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/a0d2b7118ad7561e1e456766c2a3a4e31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/278ed6f9227911824467bc81d78c0db81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/deffb3d09085c48d3134c0316b89b5d61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/46092a4412e480ca383168db6b02e9711.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/196506bedef51fc14cef0b0894bec0a41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/4651a6b42d45400d33c5a0ed1db356441.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/21da3ee71ee4e47c7c341570fd8fe4781.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/71f4f1dd7b0cd7db42e007300e0a83d81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/06/07/3e64888fc1f55251b5d7c5fbd1a643081.jpg'"
12,5분완성 마약 토스트 레시피,-,-,"밀, 달걀, 우유",2019-01-08T20:27:39+09:00,"식빵 1개,계란 1개,마요네즈 소량,설탕 3꼬집","'식빵 1개를 준비해 주세요.', '마요네즈를 식빵 테두리를 타고 한 바퀴 둘러 주세요.', '설탕 3꼬집을 마요네즈 안쪽 식빵에 고루 고루 뿌려주세요.', '계란 1개를 준비해 주세요.', '계란을 깨서 마요네즈 테두리에 담아 주세요.', '전자렌지에서 터질 수 있으니 노른자를 깨뜨려 주세요.', '전자렌지에 넣고 반숙을 원하시면 1분, 완숙을 원하시면 2분을 돌려 주시면 돼요.', '완성되었습니다.', '자꾸 먹게 되는 마약 토스트네요.', '한입 드셔보세요.'",빵,밀가루,"'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/29bbf6112039040dd7c4fe920d28a53a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/eb180755f4935fa11ba69fab314af4421.gif', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/d249e5431686c30e394d1125dfa630401.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/51e65a7de03f377b74fe31b9286a534c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/edf4dee6064240fb00853a674daa08301.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/8241254b7900a7420b15b9321c5f01741.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/2e11291f547e9749cdbe1f83a30648d81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/5ca6a83408522c8dd7d67020667dda6e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/02612a1c56489670c3e0afd515ed1be81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/01/08/6c3a9d0a82e00ab4c98ac25dbefd3fce1.jpg'"
13,팬케이크는 사랑입니다..♥ 팬케이크 만들기 *,-,-,"밀, 우유, 달걀",2017-10-25T05:45:09+09:00,"중력분 120g,설탕 17g,베이킹파우더 3g,우유 상온 1종이컵,달걀 1개,버터 1t,딸기(냉동) 1종이컵,생크림 조금,베리잼 1t","'팬케이크 가루가 없으신 분들은, 계량부터 할게요!', '중력분 밀가루 120g과', '설탕 17g', '베이킹파우더 3g을 넣어줍니다.', '팬케이크 가루가 준비되었으니 구울 준비를 해볼게요. 재료를 준비해주세요.', '준비한 가루는 체쳐서 그릇에 담아주세요.', '미지근한 우유 한 컵과', '달걀도 하나 톡 깨뜨려 넣어주세요. 뭉침 없이 잘 섞어줍니다.', '점도는 이 정도로 하시면 됩니다. 떨어졌을 때 반죽표면에 살짝 자국이 남았다 사라지는 정도에요.', '팬에 기름을 한 두방울 떨어뜨려주시고, 팬을 가볍게 닦아내주세요.', '달궈진 팬에 밥수저 2스푼 정도의 양을 팬에 올려줍니다.', '가장 작은팬을 사용해서 가득차 보이네요. 일반 팬 사용하시면 됩니다 :)', '폭신하게 부풀어오르고 기포가 생기면 잘되어가고 있다는 표시입니다.', '기포가 생기고 나면 뒤집어주세요.', '만들어진 팬케이크들은 겹겹이 올려주시고, 사이사이 버터를 조금씩 올려주세요. 녹으면서 버터향이 베인답니다.', '토핑재료로는 집에있는 생크림, 베리잼, 냉동딸기를 이용해봤어요.', '차곡차곡 쌓은 팬케이크 위로 토핑재료들을 올려주시면 됩니다 !'",빵,밀가루,"'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/cf08635d6e97c158bc469f27c0f5d83d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/88ca2803601941e782d1b4b648f586f41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/b86c1d9833601a7c407401ad47f938af1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/fe86ec92d0dcae203d637df7a82799831.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/ac1791153dbb427681dc6199e6b425f01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/9fd6de819df0ac990cdb5468d86670941.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/fbf8673bf8f8b17e2cae25801bebdbd51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/fc4edce20e931dbf8f8f17a5e4b4f44d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/22e1fe23714511435a6558f0ec1f88be1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/87567cd4ce6dead98bde5cd4b80c6bb11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/db70232cb43e4540c4994bec5ee0df261.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/fccd6db7097e040544ce7b3c02a3441a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/c0d62eb35658b9c1161179e4b77807de1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/9dbf1b66ef4d3f612a748726916462611.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/686f6e2ed15e40f6615e8fde6c2e39b41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/0f72964a80a440d2fe688303a29f0bd61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/22fcff541fb053dbec2df90ae4be2ed01.jpg'"
14,노오븐/노버터 아메리칸 와플 만들기｜효썸,-,-,"밀, 우유, 달걀",2018-10-12T00:29:19+09:00,"박력분 200g,베이킹파우더 6g,설탕 60g,소금 2g,달걀 2개,우유 200g,바닐라익스트랙 1tsp,식용유(또는 녹인 버터) 60g","'볼에 박력분과 베이킹파우더를 체에 내리고 설탕, 소금도 넣어주세요.', '거품기로 골고루 섞어주세요.', '달걀과 우유를 섞은 다음 가루에 조금씩 부어가며 가루가 뭉치지 않도록 잘 섞어주세요.', '바닐라 익스트랙과 식용유를 넣고 잘 섞어주세요.', '반죽 끝!', '예열한 와플 팬에 기름을 발라주세요.', '반죽을 6Ts 부어주세요(와플 팬 14cm 기준).', '와플 메이커로 5분간 구워주세요(와플 후라이팬은 약불로 뒤집어가며 총 5분간 구워주세요).', '잘 구워진 와플은 젓가락으로 떼어주세요.', '식힘망에 올려 충분히 식혀주세요.'",디저트,밀가루,"'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/5a558a0d3bf8c12a61eeb6f5c9d95b991.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/ae53be857c836016fa0de17aac73d2d31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/fc01d001a671ff318c7c900c32fd77881.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/cd9103cb9532e38f4f32cd4845d8d2aa1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/5a3701b5de2e629eb87c0f4f144804751.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/07750a2ac678882441af97e8dc571cf51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/fc9a6d44218231ed34af2ab282265cb71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/ad50c17ba3138604df93cb9e00b74cd81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/37d88bd9de6d545ebf2d21cd56103e931.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/11/7b54c6318c04feffc817f9237de215d71.jpg'"
15, 멕시코 요리 타코 만들기,-,-,"밀, 우유, 토마토",2015-03-03T11:23:04+09:00,"밀또띠아,양상추,양송이버섯,양파,청양고추 1개,체다치즈,토마토 1개,다진소고기 200g,타코시즈닝,사워크림,과카몰리,살사소스","'타코 속에 들어갈 재료들 손질해주세요. 양상추를 잘게 찢어서 헹궈주고 양파는 채썰어서 얼음물에 담궈놓습니다.', '요거는 타코고기 볶을때쓸거 양송이버섯은 얇게 썰어주고 청양고추 한개 잘게 썰어주세요. 전 매콤한게 좋아서 청양고추 넣은건데 안넣어도 되요~', '팬에 기름두르고 양파랑 버섯 볶다가 갈색으로 변하면', '다진 소고기 넣고 소금, 후추, 타코시즈닝 뿌려 마무리!', '준비된 재료를 한데 모아주세요. 밀또띠아 깔고 소스 발라준뒤 준비된 재료 적당히 넣어 싸주면 끝!'",양식,밀가루,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/36d8592828f397eda14185a0a4515a8f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/cbaab3529921f826dc29ad6b35afbc621.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/4a8ac16bfb836ceb23d325db83df34bd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/11cad9c9a9a25063c969589dd921609b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/1e820b9ac58866cbf6cb5f3f6ad9c8df1.jpg'"
16,못난이 핫도그,-,-,"돼지고기, 밀, 달걀",2016-10-19T12:23:55+09:00,"소시지,스위트콘,핫케이크가루,달걀,물","'핫케이크가루, 달걀, 물을 넣고 휘퍼로 잘 섞어줍니다.', '소세지에 꼬지를 끼워줍니다.', '핫케이크 가루를 묻혀주세요.', '핫케이크 반죽을 묻혀줍니다.', '튀겨주세요.', '한번더 반죽을 묻혀줍니다.', '옥수수를 골고루 묻혀줍니다.', '다시 튀겨줍니다.'",빵,돼지고기,"'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/32b7a4a09e8be52ad76cc6be26960ff21.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/5fb7785ec36a6288d7eef3a3098e7e6f1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/978a5cd9f4b918724ac76ab335d318421.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/9025a6c13fe18af09910567ce1e7c43b1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/99d9cdc9e5dfb3c19c5f454f2101b3641.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/dfe2977378f37978ff6df04f2a448d7a1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/d67ecc8d1fbd67855557ea82b93922b91.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/10/19/a14c5d446c6f92371acf8f662735e3e51.png'"
17,너무 간단한데 맛있어서 놀라는 백종원 분식점 떡볶이 황금 레시피,-,-,"밀, 대두",2018-08-13T17:22:12+09:00,"떡볶이떡 2컵,물 2컵,대파 1/2대,통깨 약간,고추장 2T,고추가루 1.5T,간장 2T,설탕 3T","'먼저 종이컵 기준 물 2컵에 떡볶이떡을 넣고 센불에서 팔팔 끓여 줍니다.', '물이 팔팔 끓으면 양념을 다 넣어준 뒤 잘 풀어주고 또 자글자글 끓여 줍니다.', '국물이 졸아들면 대파를 가위로 쫑쫑 썰어 넣어주시고 통깨 약간 뿌려 주시면 끝!', '너무 간단한데 맛있어서 놀라는 백종원 분식점 떡볶이 완성입니다!', '한개 먹어보니 어머머!정말 분식점에서 파는 떡볶이 맛이 나면서 넘 맛있어요. 너무 간단한데 맛있어서 놀랬어요^^'",밥/죽/떡,쌀,"'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/13/7dadc471546884a68fa6baa95ea6d3621.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/13/0db57da3a7ac9ff787511ac8422334891.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/13/d47e6cb00015a8335d32afc8d6f637e01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/13/6be419a5657af84707e57fe1f3e3cf741.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/08/13/fb1285c8dfc68966308a4688ed82f7b81.jpg'"
18,"비오는날 매운짬뽕말고 중국집 우동 만들기, ",-,-,"오징어, 새우, 달걀, 밀, 굴",2015-08-21T09:41:49+09:00,"오징어 1마리,새우 6마리,양파 소 1개반,통마늘 5알,청경채 4개,대파 1줄,배추 6잎,당근 1/4개,죽순 1/2줌,계란 2개,칼국수면,물,굴소스 1숟갈,소금,후추,식용유","'재료를 깨끗하게 씻어서 준비해 주시구요,', '통마늘은 편으로, 대파는 어슷썰고,  나머지 재료는 채썰어서 준비해 주세요,  죽순은 냉동실에 있어서 사용했구요 없으시면 생략가능합니다~', '오징어와 새우를 손질해서 준비하시구요,  다른 해산물일 있으시다면 대체 하셔서 사용하셔도 되요~', '계란은 풀어서 준비해 둡니다,', '팬에 기름을 살짝 두르고 편마늘과 대파 썰어 놓은거 반만 넣고 볶아서 향을내주세요~', '양파를 넣고 볶아주다가,', '배추 썰어 놓은걸 넣고 기름에 살짝 코팅하듯이 볶아주세요,', '숨이 살짝 죽으면 오징어와 새우를 넣고 볶다가', '죽순을 넣고 빠르게 볶아줍니다,', '물을 재료에 자박자박하게 부어 주세요,  채소에서 물이 나올걸 생각해야 하기때문에 자작하게 부으셨다가 숨이 죽고나면 국물양을 보고 물 양을 조절해주세요~', '끓는동안 면을 삶아서 준비해뒀어요,', '팔팔 끓으면 국물을 굴소스와 소금으로 간을 해주시는데요,  굴소스를 많이 넣으면 국물색이 맑지가 않으니 1숟갈만 넣고 나머지간은 소금으로 맞춰주세요~', '풀어놓은 계란을 휘 둘러서 젓지않고 끓어오르길 기다렸다가', '후추를 듬뿍 뿌려서 마무리하면,  중국식우동은 완성입니다~'",면/만두,해물류,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/8476ab20a570f69e6ef1c59e3e0a08e01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/e1d26196f5c0274b6d426520d89a6bc61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/cbb540377ad5748e86d2a0db21222fe31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/be5a208d231303fd9e243419f360bf0a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/f3cd4e01d22c27e2fc2068a5b2d0fb401.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/bbe3db106e6722c08050ff5d2478f9681.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/3eeedbfe471581525cb9e4f41734ae111.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/41555f1d0577f07cf2126d50fe9595681.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/cd09d4f0ce66b4c6404fff03276b02a51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/f077776ba47d6f70d4080e85fef7d9e01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/1b39c54c40ff436dd7f98d14bd662fba1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/13612e24908a5e52891c29885cd46cd11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/114f2d97cfe6abab81cea312ba94a4e71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/89a841fdcbf83978335e45980b24b1ac1.jpg'"
19,아이들 간식/닭안심 치킨텐더,-,-,"닭고기, 밀, 달걀, 우유",2017-12-19T17:25:46+09:00,"닭안심 8토막,우유 200ml,빵가루 적당량,밀가루 적당량,계란 2개,식용유 적당량,소금 2꼬집,후추 톡톡톡,맛술 2스푼,다진마늘 1티스푼","'닭안심 우유에 1시간 정도 담궈 놓습니다 (저는 3시간 담궈 놓았더니 육질이 더 부드럽고 연하네요 )', '재워 둔 우유는 버려주고 소금 2 꼬집 후추 톡톡톡 맛술 2 다진마늘 티스푼 1 넣고', '조물조물~ 버무려줍니다', '닭안심 밀가루 옷을 입혀주고요 (비닐팩에 하시면 더 손쉽고 깔끔하게 할 수 있어요)', '계란물에 담궈 적셔주고', '꾹꾹~ 눌러가면서 빵가루 옷을 입혀줍니다', '예열된 기름에 조심히 넣고 노릇하게 튀겨 건져냅니다', '맛있게 튀겨 낸 홈메이드 치킨텐더~! 접시에 담아 맛나게~ 칠리소스 찍어 먹으면 맛나요'",기타,닭고기,"'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/0e6a77ede91527402d6f08b69efe0a901.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/fb8b856829ba3ee37d007915802c3b9a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/2ee8a7c5efb0427983654adbb69eebb11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/b65df6ddd57afadebfb0058b2b5042a91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/011833a5f58b3334d34d1fa8d0798c101.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/afacfab26973ce1fab85eef6a29a0f8a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/faa203a13e6cc07b9e18cb598436dc2a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/88be3ca0f38549798d68d3d12caed18f1.jpg'"
20,달달하쥬?? 마카롱,-,-,"아몬드, 달걀",2016-01-23T20:08:07+09:00,"아몬드가루 60g,슈가파우더 80g,달걀흰자 50g,설탕 45g,색소 조금","'아몬드가루는 체에 쳐줘야하는데 잘안쳐지잖아요 그럴때 손으로 막 문질문질 하니까 꼬끄가 얼룩덜룩해지는거 같아요(개인적인생각) 안쳐지면 안쳐진 양만큼 아몬드가루를 더 넣어 체쳐주세요', '일단 흰자에 설탕을 3번 나누어 넣으며 단단한 머랭을 만들어줍니다 이때 색소를 넣어섞어 줍니다.', '저는 머랭에 가루를 3번 나누어 넣으니 자꾸 머랭이 죽고 마카로나쥬 하기전에 흐물흐물 해져서 가루에 머랭을2번 나누어 넣는방법을 쓸거에요', '머랭반을 넣어 줍니다', '약간 뻑뻑해 보이죠 이때 머랭 반을 더 넣어 살살 섞어줍니다. 약간덜섞였을때부터 마카로나쥬를 해주면 너무머랭이 죽지않고 좋더라구요', '마카로나쥬까지 했는데 사진 찍는걸 까먹고 짤주머니에 바로 넣을뻔해서 저상태로 찍었내요 주르르 떨어뜨렸을때 계단모양 으로 접힐때가 딱좋습니다.', '원하는 크기로 짜주세요 4.5정도로 16개 나올거에요 전 작게2개짰더니 잘못된선택이였어요 꼬끄 하나가남더라구요ㅜㅜ 건조 50분~1시간 정도 해주세요', '160도에 12분 구우니까 마카롱이 오븐팬에서 똑똑 잘떨어지고 안은 촉촉한게 좋으네요', '얼룩덜룩하지도 않고 예쁘네요ㅎㅎ', '남은 하나 갈라보니까 꽉차있네요 반 쪼개다가 다부서버렸어요ㅠㅠ', '짝을 맞춰주세요', '생크림 사는걸 잊어서 다크초콜릿 50그람에 우유15g넣어 전자렌지돌려서 가나슈 만들었어요 코코넛가루2스푼 넣어봤는데 코코넛맛이안나네요ㅜㅜ', '가나슈를 짜고 덮어줍니다', '완성!! 하루냉장고 넣어놨다가 먹으면 더맛있어요!!'",디저트,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/3713dc425a91d8e94485d766b0f7eb811.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/b36f6e21358b32495d9daba124ba5f5c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/23f72168e74ebc2d0de9e1be15e763851.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/bdd599f3caee41ab80762fe1e1cb90a41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/30083b574315b39ca041157c8d798c621.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/efabb2c0bd22dba5165d557a606cd0b11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/99fd018d11aa6fd87b6b178495c5cfbe1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/795565903967042bac75ed738b8013361.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/7ad567f40410a7fefd34f5e08b83c9fa1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/805bf53a0c6be05921b430f18ae236521.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/16f40a82be52fa38ad12d8195c7cd8f81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/9bd8604ccbfe84e7c7d2494c20cc9db11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/3a5e71f4252cfb68e60ffcd6d7e4da241.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/01/23/68f751df09065d79f73d7f4569734cff1.jpg'"
